name,tanggal,bulan,tahun,temp,humidity,cloudcover,sealevelpressure,windspeed,precip
JAKARTA,1,1,2024,28.534000000000002,83.04599999999999,60.441999999999915,1009.214000000001,18.587999999999994,13.29726999999999
JAKARTA,2,1,2024,28.699999999999964,82.82699999999994,57.75199999999998,1008.8210000000005,20.346999999999976,6.004530000000002
JAKARTA,3,1,2024,27.624999999999957,86.84299999999999,66.15399999999994,1009.0380000000001,18.746999999999968,9.626880000000005
JAKARTA,4,1,2024,27.315999999999963,87.54900000000005,65.54399999999991,1009.7919999999999,19.490999999999968,24.04093999999999
JAKARTA,5,1,2024,27.643999999999963,85.11300000000007,63.320999999999984,1010.0040000000012,17.604000000000013,10.438120000000009
JAKARTA,6,1,2024,27.449999999999964,85.27199999999993,58.589999999999925,1009.7240000000013,22.054999999999993,3.566770000000003
JAKARTA,7,1,2024,27.714000000000002,82.73099999999994,54.32699999999997,1009.7420000000014,23.305999999999994,0.4273099999999996
JAKARTA,8,1,2024,27.897999999999996,81.25199999999997,55.482999999999976,1009.8550000000009,20.759999999999973,0.19653
JAKARTA,9,1,2024,28.161000000000016,80.03699999999994,53.538999999999994,1009.2379999999997,23.024999999999988,0.9799
JAKARTA,10,1,2024,28.29800000000003,81.10700000000006,52.600000000000065,1008.7109999999998,22.170999999999964,3.0939599999999996
JAKARTA,11,1,2024,27.90200000000001,84.322,55.61800000000007,1008.9090000000001,23.468999999999966,22.87202999999998
JAKARTA,12,1,2024,27.798999999999968,82.74099999999997,53.28899999999998,1008.6349999999999,21.30299999999997,3.260950000000003
JAKARTA,13,1,2024,27.884,82.14300000000003,52.25499999999994,1008.6649999999989,20.397999999999982,2.1405900000000035
JAKARTA,14,1,2024,28.291000000000007,80.93099999999991,52.13499999999992,1008.6689999999986,17.409999999999982,0.7672000000000001
JAKARTA,15,1,2024,28.838,79.16899999999991,48.388000000000005,1008.4929999999999,18.780999999999963,0.34372
JAKARTA,16,1,2024,28.94600000000001,76.91300000000003,47.400000000000055,1008.2480000000003,29.588,0.3761
JAKARTA,17,1,2024,27.980000000000004,84.23199999999993,52.988000000000014,1008.276000000001,20.688,1.7813099999999995
JAKARTA,18,1,2024,27.974000000000036,81.53599999999999,56.60599999999993,1008.3569999999994,23.016999999999967,5.5947300000000055
JAKARTA,19,1,2024,28.719000000000023,81.31599999999997,55.12399999999996,1008.4339999999994,24.985999999999994,2.5999499999999984
JAKARTA,20,1,2024,29.212000000000025,78.70700000000004,50.868,1009.0289999999998,24.261000000000003,0.7488700000000005
JAKARTA,21,1,2024,29.221999999999984,76.72800000000004,48.675,1010.2680000000015,22.02699999999999,0.08101999999999998
JAKARTA,22,1,2024,29.294000000000025,74.57499999999999,48.651,1010.3820000000014,27.615999999999982,0.07076000000000011
JAKARTA,23,1,2024,29.363000000000028,74.42700000000009,47.07699999999999,1010.5630000000015,26.385000000000034,0.7558899999999983
JAKARTA,24,1,2024,29.26500000000003,75.20000000000009,48.013999999999996,1010.6500000000015,27.160000000000046,7.290239999999988
JAKARTA,25,1,2024,29.28599999999998,76.59900000000003,49.14200000000003,1011.4260000000017,27.688000000000034,2.1310600000000006
JAKARTA,26,1,2024,28.95499999999999,80.09200000000008,53.01399999999995,1012.2170000000017,30.11800000000003,5.909270000000004
JAKARTA,27,1,2024,27.057999999999964,87.24600000000005,69.10499999999992,1012.5499999999998,19.13899999999998,13.839460000000015
JAKARTA,28,1,2024,26.99199999999999,89.27600000000001,65.31000000000006,1012.5290000000012,17.49599999999997,21.284910000000014
JAKARTA,29,1,2024,26.73999999999999,89.3209999999999,62.445,1012.3550000000016,18.581999999999997,21.237779999999972
JAKARTA,30,1,2024,27.054999999999986,87.3999999999999,63.536000000000016,1012.2809999999995,17.179,31.083869999999965
JAKARTA,31,1,2024,27.28700000000003,86.04700000000003,65.02600000000008,1012.5960000000009,16.771,63.003359999999965
JAKARTA,1,2,2024,27.893999999999963,85.16199999999994,60.63399999999992,1012.0009999999997,20.44900000000002,12.808059999999994
JAKARTA,2,2,2024,28.125999999999955,84.61800000000014,58.427999999999955,1011.492000000001,27.491999999999983,28.758009999999953
JAKARTA,3,2,2024,27.623999999999988,84.90800000000011,58.01500000000004,1011.7180000000012,26.32799999999997,7.096269999999999
JAKARTA,4,2,2024,27.584999999999983,83.79000000000013,54.15300000000004,1012.1849999999994,24.664999999999985,13.433819999999995
JAKARTA,5,2,2024,27.758999999999983,81.00800000000004,52.82600000000004,1012.086999999999,27.074999999999992,9.393900000000007
JAKARTA,6,2,2024,26.976999999999993,84.37899999999992,57.87100000000006,1012.0099999999989,29.470999999999975,6.987730000000006
JAKARTA,7,2,2024,27.56300000000003,82.1459999999999,55.157000000000025,1011.5789999999986,22.54399999999998,2.511090000000001
JAKARTA,8,2,2024,28.379999999999974,80.442,48.57299999999999,1010.7589999999997,19.513000000000023,13.24104
JAKARTA,9,2,2024,28.503999999999973,80.55100000000009,50.915,1010.8269999999991,19.189000000000014,1.4952800000000002
JAKARTA,10,2,2024,28.316999999999975,82.78900000000002,60.57400000000006,1012.077,23.39899999999997,2.5676700000000032
JAKARTA,11,2,2024,28.380999999999993,81.49900000000008,53.104000000000035,1012.495000000001,21.17999999999997,2.66686
JAKARTA,12,2,2024,28.57800000000001,81.42000000000012,52.37400000000003,1012.2449999999997,18.39200000000001,5.532889999999998
JAKARTA,13,2,2024,28.32400000000001,83.40299999999999,55.62900000000006,1011.8569999999996,18.39100000000001,20.412970000000005
