name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Bangka belitung,2018-01-01,31.2,23.4,26.7,36.9,23.4,28.9,24.2,86.7,10.1,100,8.33,rain,0,0,29.9,16.6,273.9,1007.5,92.3,8.9,184.7,15.2,6,,2018-01-01T05:52:52,2018-01-01T18:06:35,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"96237099999,remote"
Bangka belitung,2018-01-02,32.2,22.9,26.5,38.1,22.9,28.1,23.9,86.4,3,100,4.17,rain,0,0,29.5,18.4,282.4,1007.4,95.6,9,241.9,20.9,8,,2018-01-02T05:53:21,2018-01-02T18:07:02,0.5,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"96237099999,remote"
Bangka belitung,2018-01-03,30,24.2,26.8,36.5,24.2,28.7,24.5,87.6,6,100,37.5,rain,0,0,25.2,14.8,297.1,1007.6,95.6,7.9,231,20,8,,2018-01-03T05:53:50,2018-01-03T18:07:29,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"96237099999,remote"
Bangka belitung,2018-01-04,30.2,23.9,26.5,38.5,23.9,28.3,24.5,89.5,3,100,4.17,rain,0,0,20.5,11.2,293.1,1008.3,97.1,7.8,207.1,17.7,8,,2018-01-04T05:54:18,2018-01-04T18:07:55,0.57,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"96237099999,remote"
Bangka belitung,2018-01-05,29.1,23.2,25.5,33.8,23.2,26.4,24,92,21.6,100,16.67,rain,0,0,20.2,7.6,223.3,1008.8,99.9,5.3,137.5,11.9,5,,2018-01-05T05:54:46,2018-01-05T18:08:21,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"96237099999,remote"
Bangka belitung,2018-01-06,29.6,23.4,26.2,34.5,23.4,27.8,23.7,86.8,2.3,100,29.17,rain,0,0,17.3,9.4,178.5,1008.3,97.4,7.4,127.2,11,6,,2018-01-06T05:55:14,2018-01-06T18:08:46,0.64,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"96237099999,remote"
Bangka belitung,2018-01-07,30.1,24.4,27,35.2,24.4,28.8,24.2,85,6.8,100,20.83,rain,0,0,24.8,18.4,92.2,1009.3,89.2,8.4,217.2,18.8,8,,2018-01-07T05:55:42,2018-01-07T18:09:11,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96237099999,remote"
Bangka belitung,2018-01-08,31.2,24.2,27.2,37.9,24.2,29.7,24.3,84.8,4.4,100,33.33,rain,0,0,23.8,18.4,345.9,1009.4,93.4,7.1,227.3,19.7,8,,2018-01-08T05:56:09,2018-01-08T18:09:35,0.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"96237099999,remote"
Bangka belitung,2018-01-09,28.9,24.4,26.2,33.9,24.4,27.5,24.1,88.6,6,100,4.17,rain,0,0,29.5,22.3,343.2,1010.6,92.8,8,183.9,15.9,8,,2018-01-09T05:56:35,2018-01-09T18:09:59,0.75,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"96237099999,remote"
Bangka belitung,2018-01-10,27.6,22.7,24.4,30.7,22.7,24.6,23,91.7,22.3,100,16.67,rain,0,0,33.5,18.4,300,1011.5,99.5,6,116.6,10.1,6,,2018-01-10T05:57:02,2018-01-10T18:10:22,0.77,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"96237099999,remote"
Bangka belitung,2018-01-11,29.4,22.9,25.7,33.3,22.9,26.6,22.2,81.8,2.6,100,20.83,rain,0,0,50.8,24.1,289.2,1010.6,96.9,8,187.5,16.2,8,,2018-01-11T05:57:27,2018-01-11T18:10:44,0.8,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"96237099999,remote"
Bangka belitung,2018-01-12,29.4,23.2,25.9,33.4,23.2,27,22.5,81.6,2.6,100,37.5,rain,0,0,56.9,27.7,301.1,1009.6,92.9,8.5,187.1,16.1,9,,2018-01-12T05:57:52,2018-01-12T18:11:06,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"96237099999,remote"
Bangka belitung,2018-01-13,28.9,24.2,26,31.9,24.2,26.7,22.5,81.2,1.3,100,25,rain,0,0,50.4,27.7,312.5,1009.6,98.5,8.9,173.6,15,7,,2018-01-13T05:58:17,2018-01-13T18:11:27,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"96237099999,remote"
Bangka belitung,2018-01-14,29.1,23.4,25.6,32.7,23.4,26.3,22,80.7,0.3,100,8.33,rain,0,0,43.6,19.4,307.2,1009.9,99.1,8.6,118.8,10.4,5,,2018-01-14T05:58:41,2018-01-14T18:11:47,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"96237099999,remote"
Bangka belitung,2018-01-15,31.1,23.7,26.6,34.9,23.7,27.9,22.7,79.8,0.6,100,16.67,rain,0,0,37.4,18.7,300.3,1008.8,79.5,8.3,247.6,21.4,8,,2018-01-15T05:59:05,2018-01-15T18:12:07,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96237099999,remote"
Bangka belitung,2018-01-16,31.2,23.9,26.8,35.8,23.9,28.6,23.4,82.3,0.5,100,16.67,rain,0,0,41,20.5,312.7,1008.4,84.6,7.8,240.3,20.6,9,,2018-01-16T05:59:28,2018-01-16T18:12:26,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96237099999,remote"
Bangka belitung,2018-01-17,29.9,24.6,26.9,35.6,24.6,29.1,24.2,85.7,1.4,100,8.33,rain,0,0,37.1,16.6,327.6,1007.9,89,7.5,220.7,19.1,8,,2018-01-17T05:59:50,2018-01-17T18:12:44,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"96237099999,remote"
Bangka belitung,2018-01-18,31.4,24.4,27.2,38.4,24.4,29.7,24.2,84.4,3,100,25,rain,0,0,36.7,18.4,326.6,1008.1,89,8.1,252.3,21.9,9,,2018-01-18T06:00:12,2018-01-18T18:13:02,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"96237099999,remote"
Bangka belitung,2018-01-19,29.7,24.4,26.5,34.3,24.4,28.1,23.9,86.1,2.2,100,25,rain,0,0,30.2,11.2,308.1,1008.6,97.6,8,172.4,14.9,6,,2018-01-19T06:00:33,2018-01-19T18:13:18,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"96237099999,remote"
Bangka belitung,2018-01-20,30,23.1,26.8,36.5,23.1,29.3,24.3,86.7,1,100,4.17,rain,0,0,31,11.5,308.8,1008,99.8,6.6,212.8,18.3,8,,2018-01-20T06:00:53,2018-01-20T18:13:34,0.11,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"96237099999,remote"
Bangka belitung,2018-01-21,30.2,22.4,26.1,34.7,22.4,27.7,23.5,86.2,5.2,100,12.5,rain,0,0,33.8,15.1,311.8,1007.3,92.8,7.8,120,10.2,5,,2018-01-21T06:01:13,2018-01-21T18:13:49,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"96237099999,remote"
Bangka belitung,2018-01-22,31.2,24.7,26.9,37.2,24.7,29.2,24.4,86.7,1.8,100,25,rain,0,0,37.8,20.5,327.7,1006.8,95.2,7.9,138.3,12,6,,2018-01-22T06:01:32,2018-01-22T18:14:04,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"96237099999,remote"
